vuln_id,repo,packages,num_commits_kb,commits_processed,functions_extracted,num_functions
CVE-2018-16492,justmoon/node-extend,,1,1,defineProperty;gOPD;setProperty,3
CVE-2018-16859,ansible/ansible,ansible/ansible,1,1,If;_create_powershell_wrapper;build_module_command;checksum;exec_command;run;to_bytes,7
CVE-2018-16984,django/django,Django/Django,1,1,contents;getattr;view,3
CVE-2018-17104,microweber/microweber,,1,1,_e;array;register;save,4
CVE-2018-17175,marshmallow-code/marshmallow,marshmallow/marshmallow,1,1,__apply_nested_option;__init__;_do_load,3
CVE-2018-17184,apache/syncope,,3,2,CronExpression;UserRequestValidator;Validation;addPropertyNode;compliant;evaluate;generate;getTemplate;groups;initialize;isCompliant;isHtml;isValid;message;newResourceResponse;payload;transform;validateAttributes,18
CVE-2018-17186,apache/syncope,,3,2,deployModel;getObject,2
CVE-2018-17187,apache/qpid-proton-j,org.apache.qpid/proton-j;org.apache.activemq/activemq-osgi,1,1,IllegalArgumentException;IllegalStateException;ProtonUnsupportedOperationException;SslImpl;TransportException;create;createAndInitialiseSslEngine;getSslContext;process;run;setPeerAuthentication;ssl,12
CVE-2018-17192,apache/nifi,,1,1,doFilter,1
CVE-2018-17193,apache/nifi,,1,1,destroy;doFilter;getOidcCallback;getSanitizedContextPath;getWhitelistedContextPaths;init;injectContextPathAttribute;loadWars;normalizeContextPath;oidcLogout;sanitizeContextPath;validateTokenExpiration;verifyContextPath,13
CVE-2018-17194,apache/nifi,,1,1,OkHttpReplicationClient;checkContentLengthHeader;createCall;getContentType;getResponseBytes;isUseGzip,6
CVE-2018-17195,apache/nifi,,1,1,configure;corsConfigurationSource,2
CVE-2018-17196,apache/kafka,org.apache.kafka/kafka-clients;org.apache.servicemix.bundles/org.apache.servicemix.bundles.kafka-clients,1,1,KafkaApis;ProduceRequest;authorize;hasIdempotentRecords;hasTransactionalRecords;isIdempotent;isTransactional;toString;transactionalId,9
